Last 4 Card Digits,Order Date,Menu Item,Qty,Total,Tip
7306,2023-11-26 12:54:00,"Coffee Regular, Cast Iron Hash Flight, Classic Breakfast",5.0,48.0,0.0
7313,2024-02-10 20:54:00,"Smoked Show, Drakes, Taco Flight",3.0,43.7,0.0
7316,2023-12-26 19:33:00,"BBQ Pulled Pork Sandwich, Beer",2.0,25.09,25.0
7341,2023-11-10 21:14:00,"Mojito Flight, Mojito Flight",2.0,52.5,11.55
7346,2024-01-15 17:45:00,"HH Margarita Rock Flight, HH Mojito Flight, Ahi Tuna Taco Flight, Mac & Cheese Flight, Taco Flight",5.0,92.82,8.44
7357,2023-12-02 19:24:00,805,1.0,8.75,6.0
7357,2023-12-02 19:39:00,Fry Flight,2.0,37.07,6.0
7366,2023-12-03 13:31:00,"Martini Flight, HH Mimosa Flight, Fry Flight, Chicken n Waffles, Side Egg, HH Bloody Mary Flight, Martini Flight, HH Mimosa Flight, Fry Flight, Chicken n Waffles, Side Egg, HH Bloody Mary Flight",12.0,205.44,26.74
7371,2023-12-12 16:16:00,"HH BEER, 12 Oz New York Steak",2.0,48.07,14.41
7375,2024-01-27 17:57:00,"Red Wine Flight, Mule Flight, Ahi Tuna Taco Flight, Skewer Flight, Baby Back Ribs Flight, Morena Mia, Campbell Mud Pie, Red Wine Flight, Mule Flight, Ahi Tuna Taco Flight, Skewer Flight, Baby Back Ribs Flight, Morena Mia, Campbell Mud Pie",14.0,284.0,6.0
7383,2023-12-03 17:25:00,"Margarita Rock Flight, Tequila Flight, Tequila Flight",3.0,78.75,16.9
7383,2023-12-03 17:26:00,"Mojito Flight, MODELO, Taco Flight, Mac & Cheese Flight, Fry Flight",5.0,93.91,16.9
7386,2024-02-08 19:21:00,"Caprese Salad, Pinot Noir - Josh - Glass, I Heart Prosecco - Glass, Pinot Noir - Josh - Glass, Roasted Lemon Chicken, Caesar Salad, Ahi Tuna Taco Flight, Pinot Noir - Josh - Glass, Pinot Noir - Josh - Glass",9.0,137.55,0.0
7388,2023-11-11 15:45:00,Mac & Cheese Flight,1.0,18.64,0.0
7389,2023-11-17 19:04:00,"Caesar Salad, Ahi Tuna Taco Flight, Caesar Salad",3.0,63.269999999999996,4.0
7390,2023-12-16 18:02:00,"Margarita Rock Flight, Beer Flight, Taco Flight, Empanada Flight, Chicken Wing Flight, Skewer Flight, Gin Flight, Cheesecake Flight",8.0,172.55,13.0
7391,2023-11-26 11:43:00,Jim Beam,1.0,10.93,10.0
7400,2023-12-02 17:43:00,"Sierra Hazy, Jim Beam, Mojito Flight, Margarita Rock Flight, Old Fashioned Flight, Lamb lolli, Mac & Cheese Flight, Salad Flight, Empanada Flight, Wedge Salad",10.0,198.81,15.0
7401,2023-11-26 13:20:00,"Margarita Rock Flight, Coffee Regular, Mojito Flight, Hummus, Lamb lolli, Toast Flight, Ahi Tuna Taco Flight, Fry Flight, Coke",9.0,157.24,14.54
7402,2023-12-08 20:06:00,"Bird Dog, Ghost Rider, Ghost Rider, Bird Dog",4.0,61.28,11.03
7407,2024-01-25 18:46:00,"Martini, Slider Flight, Empanada Flight, Fry Flight, Martini Flight",5.0,102.67,8.27
7408,2024-01-12 17:41:00,"Skewer Flight, Roasted Lemon Chicken, Fettuccine Alfredo, Side Fries",4.0,87.35,12.99
7417,2024-02-21 18:22:00,"Cabernet - Sebastiani - Glass, Taco Flight",2.0,30.56,10.8
7421,2023-11-19 14:16:00,"cheese flight, Slider Flight, Taco Flight, Mac & Cheese Flight, Ahi Tuna Taco Flight, Lamb lolli, Side Fries",7.0,64.91,20.76
7424,2023-11-25 15:53:00,Pinot Noir - Josh - Glass,1.0,10.93,10.0
7425,2024-01-26 16:55:00,"HH Mojito Flight, HH BEER, HH BEER",3.0,27.33,4.0
7427,2023-11-05 11:48:00,"Titos, 6 Oz N.Y. Steak & Eggs, Titos",3.0,46.98,0.0
7439,2023-12-31 12:53:00,"Orange Juice, HH Mimosa Flight, Cast Iron Hash Flight, Classic Breakfast, Cast Iron Hash Flight",5.0,75.3,12.0
7447,2023-11-08 18:25:00,Side Fries,1.0,0.0,3.71
7447,2024-02-23 20:06:00,Mojito Flight,1.0,26.25,4.92
7448,2024-01-20 16:20:00,"Beer Flight, Fettuccine Alfredo, Ahi Tuna Taco Flight, Beignet Flight, Beer Flight",5.0,96.11,0.0
7451,2024-01-27 18:58:00,"Voodoo Ranger, Old Fashioned Flight, Ice Man, Mac & Cheese Flight, Elysian Space Dust, I Heart Prosecco - Glass, Smoked Show, Beignet Flight, Voodoo Ranger, Old Fashioned Flight, Ice Man, Mac & Cheese Flight, Elysian Space Dust, I Heart Prosecco - Glass, Smoked Show, Beignet Flight",16.0,236.1,7.0
7453,2024-01-26 20:03:00,"Pan Seared Salmon Fillet, Pan Seared Salmon Fillet, Old Fashioned Flight, Red Wine Flight",4.0,113.64,10.7
7459,2024-01-12 18:47:00,"HH Martini Flight, HH Mimosa Flight, HH Old Fashioned Flight, HH Mojito Flight, Fry Flight, Skewer Flight, Ahi Tuna Taco Flight, Mac & Cheese Flight, Frozen Margarita Flight",10.0,195.5,13.0
7473,2023-12-13 18:56:00,"Mimosa Flight, Mimosa Flight, Mule Flight, Martini Flight, 12 Oz New York Steak, Skewer Flight, Fry Flight, Ahi Tuna Taco Flight, Baby Back Ribs Flight",9.0,194.44,7.08
7474,2023-12-01 16:23:00,"Flights Burger, Well Tequila, Fry Flight",3.0,51.29,6.49
7474,2023-12-01 16:25:00,"HH Mojito Flight, Taco Flight",2.0,36.04,6.49
7478,2023-12-05 17:58:00,"Flights Burger, Slider Flight, Voodoo Ranger, Cordant Pinot Glass, Voodoo Ranger, Flights Burger, Slider Flight, Voodoo Ranger, Cordant Pinot Glass, Voodoo Ranger",10.0,152.9,20.0
7478,2023-12-05 20:01:00,"Elysian Space Dust, Ahi Tuna Taco Flight, Fry Flight",2.5,37.65,20.0
7478,2024-01-27 17:17:00,"Slider Flight, Skewer Flight, Empanada Flight, 12 Oz New York Steak, Red Wine Flight, Bird Dog",6.0,150.74,4.0
7485,2024-01-27 18:06:00,"Skewer Flight, Empanada Flight, Chicken Wing Flight, Mojito Flight, Mojito Flight, Flights Burger, Empanada Flight, Skewer Flight, Empanada Flight, Chicken Wing Flight, Mojito Flight, Mojito Flight, Flights Burger, Empanada Flight",14.0,323.26,0.0
7502,2024-01-30 17:36:00,"HH Mule Flight, HH Old Fashioned Flight, Slider Flight",3.0,54.64,9.84
7504,2023-11-12 16:09:00,"Taco Flight, Ginger Beer",2.0,24.009999999999998,4.32
7513,2023-11-20 17:20:00,"HH Margarita Rock Flight, HH Mimosa Flight, HH Mule Flight, Guinness, Fry Flight, Ahi Tuna Taco Flight",6.0,95.06,20.0
7513,2024-01-19 20:15:00,Fettuccine Alfredo,1.0,0.0,5.0
7513,2024-02-14 20:31:00,"Margarita Rock Flight, Martini Flight, Hummus, Skewer Flight, Roasted Lemon Chicken, Mule Flight",6.0,147.49,4.72
7519,2023-12-03 19:01:00,"Don Julio Reposado, Mojito Flight, Slider Flight, Taco Flight, Chicken Wing Flight, Fry Flight, Elysian Space Dust",7.0,137.6,1.58
7526,2023-11-11 20:48:00,"Flights Burger, BBQ Pulled Pork Sandwich, Aperol Spritz",3.0,51.29,12.0
7528,2024-01-05 17:47:00,Wedge Salad,1.0,0.0,8.0
7530,2024-02-11 13:15:00,"Bloody Mary, Side Fries, HH Mimosa Flight, Toast Flight, Fry Flight",5.0,69.89,5.47
7536,2023-12-12 18:33:00,"Lemonade, Smoked Show, Flights Burger, Fettuccine Alfredo",4.0,58.98,6.95
7541,2024-02-10 18:09:00,"12 Oz New York Steak, Ice Man, Caesar Salad, Sprite, Fettuccine Alfredo",6.0,100.49,20.84
7550,2023-12-16 18:29:00,"Elysian Space Dust, Diet Coke, Martini Flight, Ahi Tuna Taco Flight, Elysian Space Dust, Bluemoon, Fry Flight, Margarita Rock Flight",8.0,121.3,15.95
7551,2023-12-24 17:29:00,"Wedge Salad, Voodoo Ranger",2.0,22.91,17.94
7556,2023-12-09 21:01:00,Margarita Rock Flight,1.0,26.25,4.72
7566,2023-11-17 17:09:00,"Ahi Tuna Taco Flight, HH Mule Flight",2.0,36.04,50.0
7570,2024-02-24 20:28:00,"Flights Burger, Sierra Hazy",2.0,27.29,21.41
7571,2023-12-02 17:26:00,"Ahi Tuna Taco Flight, Bluemoon, Bluemoon, Empanada Flight, Well Gin, Bluemoon, cheese flight, BBQ Pulled Pork Sandwich, Taco Flight, Flights Burger, Flights Burger, Beignet Flight",12.0,183.35,30.0
7576,2024-01-12 19:06:00,"Coke, Sprite, Bluemoon, Chicken Wing Flight, Mac & Cheese Flight, Ghost Rider, Wedge Salad, Skewer Flight, Flights Burger, Campbell Mud Pie, Beignet Flight, Brownie Bomber",12.0,0.0,15.84
7576,2024-02-25 13:58:00,"HH Bloody Mary Flight, HH Mimosa Flight, Martini Flight, Fry Flight, Baby Back Ribs Flight, Salad Flight",6.0,121.24,27.0
7578,2023-12-16 14:04:00,"HH Mimosa Flight, HH Bloody Mary Flight",2.0,32.82,12.0
7586,2024-02-10 18:03:00,"Shirley Temple, Old Fashioned Flight, Sprite, Taco Flight, BBQ Pulled Pork Sandwich, Fettuccine Alfredo, Fry Flight",7.0,122.3,0.0
7589,2024-02-18 18:15:00,"Margarita Rock Flight, Gin Flight, Fry Flight, Slider Flight",4.0,92.86,18.57
7592,2024-01-19 20:02:00,"Mimosa Flight, Fry Flight, Slider Flight, Fettuccine Alfredo, Orange Juice, Brownie Bomber",6.0,103.72,18.67
7602,2023-12-31 16:07:00,Old Fashioned Flight,1.0,26.25,5.78
7604,2024-01-07 16:27:00,"Mojito Flight, Slider Flight, Mac & Cheese Flight, Fry Flight",4.0,87.35,20.0
7617,2023-12-09 14:46:00,"Gin Flight, Old Fashioned Flight, Fry Flight, Fry Flight, Gin Flight, Old Fashioned Flight, Fry Flight, Fry Flight, Gin Flight, Old Fashioned Flight, Fry Flight, Fry Flight",10.5,240.93,19.91
7625,2024-01-11 16:59:00,Taco Flight,1.0,9.81,26.8
7626,2023-11-26 17:43:00,Elysian Space Dust,1.0,8.75,22.93
7627,2023-12-11 18:34:00,"Fry Flight, cheese flight, HH Margarita Rock Flight, HH Margarita Rock Flight",5.0,84.13,8.74
7634,2023-11-25 16:13:00,"Well Tequila, Mimosa",2.0,25.159999999999997,18.6
7635,2023-12-12 19:11:00,"Diet Coke, Cabernet - Sebastiani - Glass, Arnold Palmer, Don Fulano Neat, Fry Flight, Roasted Lemon Chicken, Caesar Salad, Empanada Flight, Don Fulano Neat",10.0,163.78,0.0
7638,2023-12-09 20:50:00,"Mimosa Flight, Mimosa Flight, Martini Flight, Mocktini Flight, Margarita Rock Flight, Mimosa Flight, Ginger Beer, Mimosa Flight, Coke, Margarita, Mocktini Flight",11.0,211.11,14.78
7638,2024-01-21 14:09:00,Slider Flight,1.0,21.82,18.0
7644,2023-11-17 20:03:00,"Voodoo Ranger, Frozen Margarita Flight, Mojito Flight, Fry Flight, Slider Flight, Fettuccine Alfredo, Caesar Salad",7.0,144.17,31.74
7650,2024-01-16 18:05:00,Flights Burger,1.0,9.26,20.64
7663,2023-12-17 18:09:00,"Chardonnay - Patland - Glass, Taco Flight, Fry Flight, Margarita Rock Flight",4.0,78.63,20.0
7664,2024-01-07 16:09:00,"Old Fashioned Flight, Mojito Flight",2.0,52.5,10.0
7665,2024-02-24 21:30:00,Margarita Rock Flight,1.0,26.25,7.99
7667,2023-11-24 19:58:00,"Mojito Flight, Fry Flight, Skewer Flight",3.0,68.78999999999999,5.52
7669,2024-01-06 12:08:00,"Lemonade, Toast Flight, Classic Breakfast",4.0,39.25,7.06
7671,2024-01-13 14:20:00,"Flights Burger, Chicken Wing Flight, Hot Water",3.0,43.65,20.31
7675,2023-12-05 19:38:00,"Cabernet - Josh Hearth - Glass, Soda Water, Flights Burger, Caprese Salad, Cabernet - Josh Hearth - Glass, Soda Water, Flights Burger, Caprese Salad",8.0,97.1,12.57
7675,2023-12-06 16:49:00,"Mile High, Ahi Tuna Taco Flight, Fry Flight, Old Fashioned Flight, Skewer Flight, Ghost Rider, Mile High, Ahi Tuna Taco Flight, Fry Flight, Old Fashioned Flight, Skewer Flight, Ghost Rider",12.0,238.12,13.77
7678,2024-01-26 19:46:00,"Bird Dog, Ahi Tuna Taco Flight",2.0,34.95,25.0
7680,2024-02-16 18:59:00,"Skewer Flight, Empanada Flight, Gin Flight, Mimosa Flight, Old Fashioned, Taco Flight, Fry Flight, Bombay Saphire",8.0,164.94,20.98
7687,2023-11-19 18:45:00,"Mule Flight, Margarita Rock Flight, Mojito Flight, Mojito Flight, Old Fashioned Flight, Lamb lolli, Mac & Cheese Flight, Skewer Flight, Mac & Cheese Flight, Skewer Flight, Empanada Flight, Chicken Wing Flight, Fry Flight, Slider Flight, Fettuccine Alfredo, Flights Burger, Mojito Flight, Ahi Tuna Taco Flight, Beignet Flight, Campbell Mud Pie",20.0,442.32,2.22
7687,2023-12-30 13:26:00,"Rose - The Fabliest - Glass, Sauvignon Blanc - Unshackled - Glass",2.0,24.049999999999997,12.46
7691,2024-02-14 19:49:00,"Caprese Salad, Old Fashioned Flight, Empanada Flight, Lamb lolli, Skewer Flight, Brownie Bomber",6.0,122.25,17.7
7691,2024-02-18 13:10:00,"Breakfast Burrito, Coffee Decaf",2.0,19.63,17.04
7693,2023-11-11 19:15:00,"Around the World, Martini Flight, Mule Flight, Martini Flight, Mule Flight, Mocktini Flight, Mojito Flight, Martini Flight",8.0,364.23,30.0
7695,2024-02-08 19:26:00,"Fry Flight, Mojito Flight, Mule Flight",3.0,71.03999999999999,26.0
7700,2024-01-20 14:22:00,Voodoo Ranger,1.0,8.75,1.58
7703,2024-01-14 17:53:00,"Diet Coke, Salad Flight, Ahi Tuna Taco Flight, Empanada Flight",4.0,64.38,21.63
7706,2024-01-28 16:45:00,"MODELO, MODELO",2.0,17.5,0.0
7709,2023-12-16 19:24:00,"Old Fashioned Flight, Mojito Flight, Fry Flight, Old Fashioned Flight, Coke, Mule Flight, Old Fashioned Flight, Slider Flight, Mac & Cheese Flight, Chicken Wing Flight, Empanada Flight, Ahi Tuna Taco Flight, Baby Back Ribs Flight, Voodoo Ranger, Cheesecake Flight, Beignet Flight",16.0,320.02,0.0
7716,2023-11-12 18:16:00,"Elysian Space Dust, Skewer Flight, Elysian Space Dust, Elysian Space Dust",4.0,50.25,4.72
7716,2024-01-06 17:23:00,"Cabernet - Flights Founder's Label - Glass, Cabernet - Flights Founder's Label - Glass",2.0,21.86,6.14
7721,2024-01-16 18:46:00,"805, 805",2.0,17.5,35.55
7730,2023-12-16 13:39:00,Old Fashioned Flight,1.0,26.25,6.88
7730,2024-02-11 12:18:00,"Arnold Palmer, Sprite, Cast Iron Hash Flight, Toast Flight, 6 Oz N.Y. Steak & Eggs",5.0,64.38,12.58
7733,2023-12-01 16:37:00,"HH Mojito Flight, Taco Flight",2.0,36.04,7.0
7733,2023-12-01 16:42:00,"HH Gin Flight, HH Gin Flight, Ahi Tuna Taco Flight, Empanada Flight",4.0,73.19,7.0
7744,2024-01-19 21:28:00,"Mojito Flight, Titos, Fry Flight",2.25,44.0,10.0
7745,2024-01-25 19:23:00,Side Fries,1.0,0.0,21.01
7746,2024-02-16 17:16:00,"Baby Back Ribs Flight, Empanada Flight, Ginger Beer, Beignet Flight",4.0,61.11,6.0
7752,2023-12-01 17:18:00,"HH Mule Flight, Fry Flight, HH Mojito Flight, Empanada Flight, HH Mule Flight, Fry Flight, HH Mojito Flight, Empanada Flight",8.0,144.2,15.86
7759,2024-02-21 19:45:00,"Slider Flight, Side Fries, Ahi Tuna Taco Flight, Empanada Flight",4.0,34.37,0.0
7760,2023-11-11 22:00:00,Margarita Rock Flight,1.0,26.25,2.0
7763,2023-11-18 18:13:00,"Frozen Margarita Flight, Old Fashioned Flight, Bluemoon, Sprite, Salad Flight, Ahi Tuna Taco Flight, Mojito Flight, Baby Back Ribs Flight, Chicken Wing Flight, Campbell Mud Pie, Brownie Bomber",11.0,205.35999999999999,20.0
7765,2023-11-26 16:04:00,"Wedge Salad, Fettuccine Alfredo",2.0,34.9,9.18
7765,2024-01-05 18:24:00,"Flights Burger, Fry Flight, Slider Flight, Meatballs, Margarita, Diet Coke",6.0,96.03,7.0
7765,2024-02-10 20:57:00,"Frozen Margarita Flight, Margarita Rock Flight, Fry Flight, 3 Don Julio Shots",4.0,71.03999999999999,14.17
7765,2024-02-22 20:44:00,"Fettuccine Alfredo, Caesar Salad, Brownie Bomber",3.0,63.3,4.0
7772,2023-11-22 19:35:00,"805, Frozen Margarita Flight, Maverick, Ghost Rider, Bird Dog, 805",6.0,89.71000000000001,33.0
7777,2023-11-17 20:15:00,"Martini Flight, Mule Flight",2.0,52.5,3.0
7777,2024-01-17 17:56:00,"Sierra Hazy, Sierra Hazy, Ahi Tuna Taco Flight, Fry Flight",4.0,49.09,10.09
7779,2024-02-02 18:57:00,"Margarita Rock Flight, Taco Flight",2.0,45.879999999999995,32.32
7792,2023-11-11 22:15:00,"Bird Dog, Ghost Rider, Maverick, Wingman, Moscow Mule, I Heart Prosecco - Glass",7.0,100.63,14.34
7796,2023-11-09 17:17:00,"HH Frozen Margarita Flight, Modelo, Ahi Tuna Taco Flight, Baby Back Ribs Flight, Fry Flight, Modelo, Chicken Wing Flight, Beignet Flight",8.0,126.6,11.14
7798,2024-01-27 15:12:00,"Cabernet - Flights Founder's Label - Glass, Ahi Tuna Taco Flight",2.0,30.56,11.05
7798,2024-01-31 16:23:00,Macaroni & Cheese,1.0,0.0,0.0
7817,2024-02-16 18:01:00,Fettuccine Alfredo,1.0,0.0,24.01
7830,2024-01-07 17:36:00,"Mojito Flight, Fettuccine Alfredo, Roasted Lemon Chicken",4.0,109.28,21.86
7840,2024-02-21 20:18:00,"Wingman, Taco Flight",2.0,34.95,6.99
7844,2024-01-12 18:47:00,"HH Mule Flight, Fry Flight, Mac & Cheese Flight, Salad Flight",1.99999,36.04,13.0
7853,2024-02-08 16:48:00,"Sauvignon Blanc - Simi, Fry Flight, Slider Flight, Wedge Salad, Sauvignon Blanc - Simi",5.0,76.38,16.34
7853,2024-02-29 16:56:00,"HH BEER, HH Martini Flight, Lamb lolli, HH BEER, Fry Flight, HH BEER, Guinness, Guinness",8.0,91.76,9.82
7856,2023-12-22 18:00:00,"HH Frozen Margarita Flight, Chicken Slider, Fettuccine Alfredo, Flights Burger, Flights Burger, Baby Back Ribs Flight, Fry Flight, Birthday",8.0,136.45,10.0
7862,2023-11-18 12:10:00,"Breakfast Burrito, Breakfast Burrito",2.0,15.26,10.0
7864,2023-12-14 17:20:00,"Wedge Salad, Morena Mia",2.0,22.91,0.0
7864,2023-12-31 17:25:00,"Old Fashioned Flight, Martini Flight, Tequila Flight",3.0,78.75,3.85
7864,2024-02-18 14:31:00,H,1.0,0.01,25.0
7868,2023-12-21 17:20:00,"HH Old Fashioned Flight, HH Margarita Rock Flight, Side Fries, HH Old Fashioned Flight",4.0,55.8,23.82
7873,2024-01-05 18:17:00,"cheese flight, Slider Flight",2.0,38.18,55.94
7886,2023-11-17 18:09:00,"Mojito Flight, Mojito, Mojito, Fry Flight, Taco Flight, Margarita Rock Flight, Skewer Flight, Cordant Syrah Glass Pandemonium, Empanada Flight, Ahi Tuna Taco Flight, Mac & Cheese Flight, Ghost Rider, Ghost Rider, Chicken Wing Flight, Cordant Syrah Glass Pandemonium, Frozen Margarita Flight",16.0,334.32,0.0
7900,2023-11-26 12:02:00,"HH Mimosa Flight, Cast Iron Hash Flight",3.0,52.45,0.0
7904,2023-12-12 18:32:00,"Mule Flight, Old Fashioned Flight, Old Fashioned Flight, Ginger Beer, Old Fashioned Flight, Empanada Flight, Taco Flight, Slider Flight, Ahi Tuna Taco Flight, Slider Flight, Fry Flight",11.0,231.56,10.0
7908,2023-12-28 18:18:00,"Taco Flight, Skewer Flight, Salad Flight, HH Frozen Margarita Flight, HH Bloody Mary Flight, Empanada Flight, Bird Dog, Bird Dog, Voodoo Ranger",9.0,156.21,15.0
7908,2024-01-13 14:55:00,"HH Mimosa Flight, Slider Flight, Empanada Flight, Martini Flight",4.0,85.22,5.25
7909,2023-12-27 19:02:00,"HH Mule Flight, Fry Flight, Empanada Flight, Mac & Cheese Flight, Taco Flight, Skewer Flight, Margarita Rock Flight, Slider Flight, Mimosa Flight, Beignet Flight",10.0,206.37,47.39
7916,2023-11-20 21:15:00,"Ahi Tuna Taco Flight, Sierra Hazy",4.0,45.879999999999995,6.49
7916,2023-12-27 17:18:00,Chicken Wing Flight,1.0,0.0,3.28
7917,2023-11-18 16:19:00,"Bloody Mary Flight, Mojito Flight, Fry Flight",3.0,71.03999999999999,5.0
7917,2023-12-14 19:37:00,"Frozen Margarita Flight, Mojito Flight, Baby Back Ribs Flight, Lamb lolli, Salad Flight",5.0,121.24,20.44
7924,2023-11-18 21:52:00,805,1.0,8.75,21.78
7926,2023-11-10 20:23:00,"Fry Flight, Chicken Wing Flight, Skewer Flight, MODELO, Margarita Rock Flight",5.0,102.65,22.81
7935,2024-01-28 18:50:00,Old Fashioned Flight,2.0,52.5,0.0
7936,2024-01-20 17:03:00,"Voodoo Ranger, Meatballs, Voodoo Ranger",3.0,36.04,26.45
7938,2023-11-18 17:50:00,"Mojito Flight, Mac & Cheese Flight, Lamb lolli",3.0,72.1,12.98
7939,2023-11-18 19:58:00,"Mac & Cheese Flight, Frozen Margarita Flight, Mojito Flight",3.0,73.24,10.0
7940,2023-11-05 18:08:00,"Mojito Flight, Slider Flight",2.0,48.07,9.61
7944,2023-12-02 21:14:00,"Martini Flight, Miracle on the Hudson, Caprese Salad, Fry Flight, Beer Flight, Two Beef Tacos, Baby Back Ribs Flight",7.0,138.72,7.0
7946,2024-02-14 19:39:00,"Mojito Flight, Old Fashioned Flight, Fry Flight",3.0,71.03999999999999,0.0
7949,2023-11-11 16:44:00,"Martini Flight, Old Fashioned Flight, Taco Flight, Flights Burger, Flights Burger",5.0,109.21,12.22
7952,2024-02-02 19:15:00,"Beef Slider, Fry Flight, Empanada Flight, Slider Flight, Gin Flight, Margarita Rock Flight",6.0,124.53,6.78
7953,2023-12-16 12:20:00,"Mojito Flight, Hummus, Mule Flight, Slider Flight, Fry Flight, Chicken Wing Flight",6.0,135.42,20.0
7953,2024-02-25 11:12:00,"Hapas ipa, Chicken n Waffles, Empanada Flight, 805",4.0,60.06,10.81
7957,2023-11-10 21:48:00,Slider Flight,1.0,10.9,10.0
7962,2024-02-23 20:06:00,"Brownie Bomber, Mocktini Flight",2.0,27.310000000000002,14.0
7965,2023-11-09 20:06:00,"Mule Flight, Wingman, Slider Flight, Pan Seared Salmon Fillet, Brownie Bomber",5.0,105.95,3.61
7965,2023-12-14 20:16:00,Well Vodka,1.0,12.04,5.0
7965,2023-12-28 19:17:00,"Margarita Rock Flight, Mojito Flight, Fry Flight, Mac & Cheese Flight, Baby Back Ribs Flight, Chicken Wing Flight",6.0,140.89,3.13
7965,2024-01-11 20:15:00,"Fry Flight, Fry Flight",2.0,37.08,0.0
7968,2024-01-27 17:46:00,"12 Oz New York Steak, Voodoo Ranger, 12 Oz New York Steak, Voodoo Ranger",4.0,102.72,17.0
7979,2024-02-27 18:41:00,"Slider Flight, Fry Flight, Wedge Salad",3.0,54.519999999999996,15.73
7982,2024-01-18 17:53:00,Slider Flight,1.0,10.9,10.0
7983,2024-02-19 19:24:00,Sierra Hazy,1.0,8.75,8.7
7984,2023-12-31 17:07:00,"Mimosa Flight, White Wine Flight",2.0,52.5,15.0
7989,2023-11-11 16:55:00,Mojito Flight,1.0,26.25,8.0
7992,2023-11-15 20:32:00,"Salad Flight, Margarita Rock Flight, Gin Flight, Taco Flight",4.0,91.75999999999999,15.0
8001,2024-01-04 16:18:00,"Margarita Rock Flight, Margarita Rock Flight, Fry Flight, 12 Oz New York Steak, Taco Flight, Chicken Wing Flight, Beignet Flight",7.0,170.38,2.83
8005,2024-01-26 17:45:00,"HH Mojito Flight, Ahi Tuna Taco Flight, HH Mojito Flight, Hummus",5.0,86.31,15.0
8009,2023-12-19 17:23:00,"Elysian Space Dust, Elysian Space Dust",2.0,10.92,30.0
8010,2024-01-10 18:53:00,"Old Fashioned Flight, Empanada Flight",2.0,46.989999999999995,12.0
8010,2024-01-25 17:28:00,"HH Tasting Wine Flight, Skewer Flight",2.0,40.41,8.08
8014,2024-01-24 16:58:00,HH Margarita Rock Flight,1.0,16.41,7.43
8015,2023-12-08 18:54:00,"Margarita Rock Flight, Red Wine Flight, Slider Flight, Mac & Cheese Flight, Cheesecake Flight",5.0,108.13,23.79
8018,2024-01-27 19:22:00,"Don Julio Reposado, Don Julio Reposado, Don Julio Reposado, Don Julio Reposado, Wingman, Mile High, Bird Dog, Don Julio Reposado, Margarita, Margarita, Don Julio Reposado, Don Julio Reposado, Don Julio Reposado, Don Julio Reposado, Wingman, Mile High, Bird Dog, Don Julio Reposado, Margarita, Margarita",20.0,323.76,7.59
8028,2024-01-27 19:21:00,"Hennessy VS, Margarita Rock Flight, Martini Flight, Fry Flight, Empanada Flight, Hennessy VS, Cheesecake Flight, Hennessy VS, Margarita Rock Flight, Martini Flight, Fry Flight, Empanada Flight, Hennessy VS, Cheesecake Flight",14.0,270.98,14.55
8034,2024-01-06 19:42:00,"Fry Flight, Slider Flight, Caesar Salad, Slider Flight, Side Fries",5.0,81.82,15.0
8035,2024-01-13 12:04:00,"Ahi Tuna Taco Flight, Fettuccine Alfredo, Fettuccine Alfredo, Two Beef Tacos, Kids Milk",5.0,89.53999999999999,0.0
8037,2024-01-18 16:41:00,"HH Margarita Rock Flight, Fry Flight, Slider Flight, Beignet Flight",4.0,68.76,2.0
8037,2024-01-26 16:09:00,"Sauvignon Blanc - Simi, Fry Flight, Sauvignon Blanc - Simi",2.0,25.66,3.0
8048,2024-01-24 19:08:00,"Mule Flight, Old Fashioned Flight, Wedge Salad, Slider Flight, Mac & Cheese Flight",5.0,109.22,49.61
8050,2024-01-19 20:35:00,"Margarita Rock Flight, Fry Flight, Tasting Wine Flight",3.0,71.03999999999999,5.25
8063,2023-12-15 16:35:00,"Ahi Tuna Taco Flight, Ahi Tuna Taco Flight",2.0,39.26,13.57
8063,2024-02-01 18:53:00,"HH BEER, HH BEER, Chicken Wing Flight, Grey Goose, stella",5.0,59.010000000000005,14.43
8065,2023-12-28 19:34:00,"Macaroni & Cheese, Chicken Slider",2.0,21.86,0.0
8072,2023-11-12 16:42:00,"Mojito Flight, Skewer Flight",2.0,50.25,9.04
8075,2023-11-05 14:06:00,"Frozen Margarita Flight, Beer Flight, Hapas ipa, Taco Flight, Mac & Cheese Flight",5.0,92.87,6.99
8075,2024-01-26 19:31:00,"MODELO, Red Wine Flight, Caprese Salad, Slider Flight, Fry Flight, cheese flight, MODELO",7.0,114.63,21.0
8083,2024-01-07 13:17:00,"Breakfast Burrito, Breakfast Burrito, Orange Juice",3.0,34.88,18.0
8087,2024-01-28 15:22:00,"Fry Flight, Baby Back Ribs Flight, Coke, Bluemoon, Bluemoon, Brownie Bomber, Bluemoon",7.0,85.16,15.0
8091,2024-01-31 18:26:00,"Voodoo Ranger, Voodoo Ranger, Chicken Wing Flight, 1 Plain Meatball",4.0,37.120000000000005,25.24
8096,2023-12-18 16:33:00,"Gift Card, Text Delivery: 408-757-8697  Delivery Date: Dec 18, 2023, 4 PM",4.087578697182024e+16,4.087578697182029e+16,11.15
8099,2023-12-31 18:19:00,"Ice Man, Old Fashioned Flight, Fry Flight, Skewer Flight, Ahi Tuna Taco Flight",5.0,103.74,25.0
