,Menu Item,Modifiers,Price,Qty,Discount,Net,Tax,Total,Voided?,Reason,Refund Qty,Refund,Last 4 Card Digits,Order Date,Tip,Gratuity
1,Fry Flight,,$16.95,1,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,3686.0,2023-12-30 18:18:00,$9.63,$0.00
0,Fry Flight,,$16.95,1,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,3035.0,2023-12-30 19:10:00,$0.00,$0.00
1,Flights Burger,"Medium, NO Smoked Bacon, NO Cheddar Cheese, NO Pickle",$16.95,1,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,3035.0,2023-12-30 19:10:00,$0.00,$0.00
2,Mac & Cheese Flight,,$18.95,1,$0.00,$18.95,$1.790,$20.74,False,,0,$0.00,3035.0,2023-12-30 19:10:00,$0.00,$0.00
3,Ahi Tuna Taco Flight,,$17.95,1,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,3035.0,2023-12-30 19:10:00,$0.00,$0.00
4,Mojito Flight,,$24.00,1,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,3035.0,2023-12-30 19:10:00,$0.00,$0.00
0,Frozen Margarita Flight,,$24.00,1,$0.00,$24.00,$2.250,$26.25,True,Customer Changed Mind,0,$0.00,8845.0,2023-12-30 19:22:00,$8.89,$0.00
0,Ice Man,,$14.00,1,$0.00,$14.00,$1.320,$15.32,False,,0,$0.00,1395.0,2023-12-30 19:21:00,$6.28,$0.00
1,Bourbon Flight,,$30.00,1,$0.00,$30.00,$2.820,$32.82,False,,0,$0.00,1395.0,2023-12-30 19:21:00,$6.28,$0.00
0,Fry Flight,,$16.95,1,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,952.0,2023-12-30 19:24:00,$21.00,$0.00
1,Skewer Flight,"Chicken, Chicken, Shrimp",$21.95,1,$0.00,$21.95,$2.050,$24.00,False,,0,$0.00,952.0,2023-12-30 19:24:00,$21.00,$0.00
2,Taco Flight,"Chicken, Chicken, Chicken",$17.95,1,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,952.0,2023-12-30 19:24:00,$21.00,$0.00
3,Margarita Rock Flight,One Of each Rim,$24.00,1,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,952.0,2023-12-30 19:24:00,$21.00,$0.00
4,Fettuccine Alfredo,"Chicken, Shrimp",$34.95,1,$0.00,$34.95,$3.290,$38.24,False,,0,$0.00,952.0,2023-12-30 19:24:00,$21.00,$0.00
5,Brownie Bomber,,$10.95,1,$0.00,$10.95,$1.040,$11.99,False,,0,$0.00,952.0,2023-12-30 19:24:00,$21.00,$0.00
0,Mojito Flight,Sub Peach,$24.00,1,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,3737.0,2023-12-30 19:40:00,$24.98,$0.00
1,Beer Flight,,$16.00,1,$0.00,$16.00,$1.500,$17.50,False,,0,$0.00,3737.0,2023-12-30 19:40:00,$24.98,$0.00
2,Margarita Rock Flight,One Of Each,$24.00,1,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,3737.0,2023-12-30 19:40:00,$24.98,$0.00
3,Beer Flight,,$16.00,1,$0.00,$16.00,$1.500,$17.50,False,,0,$0.00,3737.0,2023-12-30 19:40:00,$24.98,$0.00
4,Fry Flight,,$16.95,1,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,3737.0,2023-12-30 19:40:00,$24.98,$0.00
5,Chicken Wing Flight,,$22.95,1,$0.00,$22.95,$2.160,$25.11,False,,0,$0.00,3737.0,2023-12-30 19:40:00,$24.98,$0.00
6,Slider Flight,,$19.95,1,$0.00,$19.95,$1.870,$21.82,False,,0,$0.00,3737.0,2023-12-30 19:40:00,$24.98,$0.00
7,Mojito Flight,,$24.00,1,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,3737.0,2023-12-30 19:40:00,$24.98,$0.00
0,Mule Flight,,$24.00,1,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,5135.0,2023-12-30 19:49:00,$15.00,$0.00
1,Caprese Salad,,$12.95,1,$0.00,$12.95,$1.210,$14.16,False,,0,$0.00,5135.0,2023-12-30 19:49:00,$15.00,$0.00
0,Taco Flight,,$17.95,1,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,5898.0,2023-12-30 19:54:00,$0.00,$0.00
1,Hot Tea,,$3.00,1,$0.00,$3.00,$0.290,$3.29,False,,0,$0.00,5898.0,2023-12-30 19:54:00,$0.00,$0.00
2,Beignet Flight,,$10.95,1,$0.00,$10.95,$1.040,$11.99,False,,0,$0.00,5898.0,2023-12-30 19:54:00,$0.00,$0.00
0,HH Margarita Rock Flight,Spicy Mango Tajin Rim Rest Salt,$15.00,1,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,5823.0,2024-02-23 16:52:00,$11.80,$0.00
1,Gin Flight,,$24.00,1,$9.00,$15.00,$1.410,$16.41,False,,0,$0.00,5823.0,2024-02-23 16:52:00,$11.80,$0.00
2,cheese flight,,$14.95,1,$0.00,$14.95,$1.410,$16.36,False,,0,$0.00,5823.0,2024-02-23 16:52:00,$11.80,$0.00
0,HH Frozen Margarita Flight,,$15.00,1,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,6625.0,2024-02-23 16:54:00,$3.50,$0.00
1,HH Old Fashioned Flight,,$15.00,1,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,6625.0,2024-02-23 16:54:00,$3.50,$0.00
2,Taco Flight,,$17.95,1,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,6625.0,2024-02-23 16:54:00,$3.50,$0.00
3,Baby Back Ribs Flight,,$21.95,1,$0.00,$21.95,$2.050,$24.00,False,,0,$0.00,6625.0,2024-02-23 16:54:00,$3.50,$0.00
4,Empanada Flight,,$18.95,1,$0.00,$18.95,$1.790,$20.74,False,,0,$0.00,6625.0,2024-02-23 16:54:00,$3.50,$0.00
5,Slider Flight,,$19.95,1,$0.00,$19.95,$1.870,$21.82,False,,0,$0.00,6625.0,2024-02-23 16:54:00,$3.50,$0.00
0,HH Margarita Rock Flight,Salt Rim,$15.00,1,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,1005.0,2024-02-23 16:54:00,$6.56,$0.00
1,Fry Flight,,$16.95,1,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,1005.0,2024-02-23 16:54:00,$6.56,$0.00
0,2 White Wine Flights,,$30.00,1,$0.00,$30.00,$2.820,$32.82,False,,0,$0.00,1877.0,2024-02-23 16:58:00,$8.00,$0.00
0,HH Tasting Wine Flight,Reds,$15.00,1,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,1389.0,2024-02-23 17:12:00,$0.00,$0.00
1,Cabernet - Josh Hearth - Glass,,$13.00,1,$0.00,$13.00,$1.210,$14.21,False,,0,$0.00,1389.0,2024-02-23 17:12:00,$0.00,$0.00
0,Slider Flight,"Beef, Beef, Beef",$19.95,1,$9.98,$9.97,$0.930,$10.90,False,,0,$0.00,9229.0,2024-02-23 19:27:00,$7.58,$21.65
0,Ginger Beer,,$4.00,1,$0.00,$4.00,$0.380,$4.38,False,,0,$0.00,8292.0,2024-02-23 19:27:00,$5.81,$16.61
1,Pinot Grigio - 14 Hands - Glass,,$13.00,1,$0.00,$13.00,$1.210,$14.21,False,,0,$0.00,8292.0,2024-02-23 19:27:00,$5.81,$16.61
2,Pinot Noir - Josh - Glass,,$10.00,1,$0.00,$10.00,$0.930,$10.93,False,,0,$0.00,8292.0,2024-02-23 19:27:00,$5.81,$16.61
3,Skewer Flight,,$21.95,1,$0.00,$21.95,$2.050,$24.00,False,,0,$0.00,8292.0,2024-02-23 19:27:00,$5.81,$16.61
4,Chardonnay - Ste Chateau Michelle - Glass,,$13.00,1,$0.00,$13.00,$1.210,$14.21,False,,0,$0.00,8292.0,2024-02-23 19:27:00,$5.81,$16.61
5,cheese flight,,$14.95,1,$0.00,$14.95,$1.410,$16.36,False,,0,$0.00,8292.0,2024-02-23 19:27:00,$5.81,$16.61
6,Birthday Cheeaecake,,$0.00,1,$0.00,$0.00,$0.000,$0.00,False,,0,$0.00,8292.0,2024-02-23 19:27:00,$5.81,$16.61
0,HH Old Fashioned Flight,,$15.00,1,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,2567.0,2024-02-23 19:27:00,$4.58,$13.10
1,HH Mojito Flight,,$15.00,1,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,2567.0,2024-02-23 19:27:00,$4.58,$13.10
2,Fry Flight,,$16.95,1,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,2567.0,2024-02-23 19:27:00,$4.58,$13.10
3,Taco Flight,"Chicken, Chicken, Beef",$17.95,1,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,2567.0,2024-02-23 19:27:00,$4.58,$13.10
4,Empanada Flight,,$18.95,1,$0.00,$18.95,$1.790,$20.74,False,,0,$0.00,2567.0,2024-02-23 19:27:00,$4.58,$13.10
5,HH Frozen Margarita Flight,,$15.00,1,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,2567.0,2024-02-23 19:27:00,$4.58,$13.10
6,HH Margarita Rock Flight,,$15.00,1,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,2567.0,2024-02-23 19:27:00,$4.58,$13.10
7,Birthday Cheesecake,,$0.00,1,$0.00,$0.00,$0.000,$0.00,False,,0,$0.00,2567.0,2024-02-23 19:27:00,$4.58,$13.10
8,Margarita Rock Flight,,$24.00,1,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,2567.0,2024-02-23 19:27:00,$4.58,$13.10
9,Martini Flight,,$24.00,1,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,2567.0,2024-02-23 19:27:00,$4.58,$13.10
0,HH Frozen Margarita Flight,,$15.00,1,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,441.0,2024-02-23 17:35:00,$10.00,$13.62
1,Slider Flight,,$19.95,1,$0.00,$19.95,$1.870,$21.82,False,,0,$0.00,441.0,2024-02-23 17:35:00,$10.00,$13.62
2,HH Margarita Rock Flight,,$15.00,1,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,441.0,2024-02-23 17:35:00,$10.00,$13.62
3,Don Julio Blanco Shot,,$0.00,1,$0.00,$0.00,$0.000,$0.00,False,,0,$0.00,441.0,2024-02-23 17:35:00,$10.00,$13.62
4,3 Don Julio Shots,,$25.00,1,$0.00,$25.00,$2.340,$27.34,False,,0,$0.00,441.0,2024-02-23 17:35:00,$10.00,$13.62
5,Margarita Rock Flight,,$24.00,1,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,441.0,2024-02-23 17:35:00,$10.00,$13.62
0,HH Mimosa Flight,,$15.00,2,$0.00,$30.00,$2.820,$32.82,False,,0,$0.00,1949.0,2024-02-23 17:46:00,$5.00,$0.00
1,Skewer Flight,No Peanut Sauce,$21.95,1,$0.00,$21.95,$2.050,$24.00,False,,0,$0.00,1949.0,2024-02-23 17:46:00,$5.00,$0.00
2,Don Julio Blanco,,$10.00,1,$0.00,$10.00,$0.930,$10.93,False,,0,$0.00,1949.0,2024-02-23 17:46:00,$5.00,$0.00
3,Mojito Flight,,$24.00,1,$0.00,$24.00,$2.250,$26.25,True,Customer Changed Mind,0,$0.00,1949.0,2024-02-23 17:46:00,$5.00,$0.00
4,Mile High,,$14.00,1,$0.00,$14.00,$1.320,$15.32,False,,0,$0.00,1949.0,2024-02-23 17:46:00,$5.00,$0.00
0,Skewer Flight,,$21.95,1,$0.00,$21.95,$2.050,$24.00,False,,0,$0.00,6799.0,2024-02-23 18:05:00,$0.00,$0.00
1,Beer Flight,,$16.00,1,$0.00,$16.00,$1.500,$17.50,False,,0,$0.00,6799.0,2024-02-23 18:05:00,$0.00,$0.00
2,Skewer Flight,,$21.95,1,$0.00,$21.95,$2.050,$24.00,False,,0,$0.00,6799.0,2024-02-23 18:05:00,$0.00,$0.00
0,HH Martini Flight,,$15.00,1,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,2002.0,2024-02-23 18:07:00,$13.17,$0.00
1,Hummus,,$15.95,1,$0.00,$15.95,$1.500,$17.45,False,,0,$0.00,2002.0,2024-02-23 18:07:00,$13.17,$0.00
2,Lemonade,,$4.00,1,$0.00,$4.00,$0.380,$4.38,False,,0,$0.00,2002.0,2024-02-23 18:07:00,$13.17,$0.00
3,HH Old Fashioned Flight,,$15.00,1,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,2002.0,2024-02-23 18:07:00,$13.17,$0.00
4,HH Margarita Rock Flight,Tajin Rim,$15.00,1,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,2002.0,2024-02-23 18:07:00,$13.17,$0.00
5,HH Mojito Flight,,$15.00,1,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,2002.0,2024-02-23 18:07:00,$13.17,$0.00
6,Fry Flight,,$16.95,1,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,2002.0,2024-02-23 18:07:00,$13.17,$0.00
7,HH Gin Flight,,$15.00,1,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,2002.0,2024-02-23 18:07:00,$13.17,$0.00
8,Macaroni & Cheese,NO Drink,$10.00,1,$0.00,$10.00,$0.930,$10.93,False,,0,$0.00,2002.0,2024-02-23 18:07:00,$13.17,$0.00
9,Mac & Cheese Flight,,$18.95,1,$0.00,$18.95,$1.790,$20.74,False,,0,$0.00,2002.0,2024-02-23 18:07:00,$13.17,$0.00
10,Ahi Tuna Taco Flight,,$17.95,1,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,2002.0,2024-02-23 18:07:00,$13.17,$0.00
11,Pan Seared Salmon Fillet,,$27.95,1,$0.00,$27.95,$2.620,$30.57,False,,0,$0.00,2002.0,2024-02-23 18:07:00,$13.17,$0.00
12,Cheesecake Flight,,$0.00,1,$0.00,$0.00,$0.000,$0.00,False,,0,$0.00,2002.0,2024-02-23 18:07:00,$13.17,$0.00
0,HH BEER,,$5.00,1,$0.00,$5.00,$0.460,$5.46,False,,0,$0.00,5466.0,2024-02-23 18:24:00,$6.00,$0.00
1,HH BEER,,$5.00,1,$0.00,$5.00,$0.460,$5.46,False,,0,$0.00,5466.0,2024-02-23 18:24:00,$6.00,$0.00
2,HH BEER,,$5.00,1,$0.00,$5.00,$0.460,$5.46,False,,0,$0.00,5466.0,2024-02-23 18:24:00,$6.00,$0.00
3,HH BEER,,$5.00,1,$0.00,$5.00,$0.460,$5.46,False,,0,$0.00,5466.0,2024-02-23 18:24:00,$6.00,$0.00
0,Jim Beam,,$10.00,1,$0.00,$10.00,$0.930,$10.93,False,,0,$0.00,4864.0,2024-02-23 18:23:00,$39.36,$0.00
0,Chicken Wing Flight,"NO Celery, NO Ranch Dressing, Buffalo, Habanero, Habanero, To Go",$22.95,1,$22.95,$0.00,$0.000,$0.00,False,,0,$0.00,4294.0,2024-02-23 18:36:00,$13.00,$0.00
0,Chicken Wing Flight,,$22.95,1,$0.00,$22.95,$2.160,$25.11,False,,0,$0.00,5367.0,2023-12-27 17:32:00,$10.00,$0.00
1,Baby Back Ribs Flight,,$21.95,1,$0.00,$21.95,$2.050,$24.00,False,,0,$0.00,5367.0,2023-12-27 17:32:00,$10.00,$0.00
0,Voodoo Ranger,,$5.00,1,$0.00,$5.00,$0.460,$5.46,False,,0,$0.00,4836.0,2023-12-27 17:47:00,$40.00,$0.00
1,Voodoo Ranger,,$5.00,1,$0.00,$5.00,$0.460,$5.46,False,,0,$0.00,4836.0,2023-12-27 17:47:00,$40.00,$0.00
2,Voodoo Ranger,,$5.00,1,$0.00,$5.00,$0.460,$5.46,False,,0,$0.00,4836.0,2023-12-27 17:47:00,$40.00,$0.00
3,Side Of Bread - 2x,,$1.00,1,$0.00,$1.00,$0.090,$1.09,False,,0,$0.00,4836.0,2023-12-27 17:47:00,$40.00,$0.00
4,Diet Coke,,$4.00,1,$0.00,$4.00,$0.380,$4.38,False,,0,$0.00,4836.0,2023-12-27 17:47:00,$40.00,$0.00
0,Mile High,Casamigos Blanco,$16.00,1,$0.00,$16.00,$1.500,$17.50,False,,0,$0.00,6830.0,2023-12-27 17:50:00,$38.00,$0.00
1,Maverick,Blantons,$17.00,1,$0.00,$17.00,$1.590,$18.59,False,,0,$0.00,6830.0,2023-12-27 17:50:00,$38.00,$0.00
0,HH Martini Flight,,$15.00,1,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,8631.0,2023-12-27 18:48:00,$26.66,$0.00
1,Taco Flight,,$17.95,1,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,8631.0,2023-12-27 18:48:00,$26.66,$0.00
2,Fry Flight,,$16.95,1,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,8631.0,2023-12-27 18:48:00,$26.66,$0.00
3,HH Martini Flight,,$15.00,1,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,8631.0,2023-12-27 18:48:00,$26.66,$0.00
4,Martini Flight,,$24.00,1,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,8631.0,2023-12-27 18:48:00,$26.66,$0.00
5,Slider Flight,Blue Cheese On Side,$19.95,1,$0.00,$19.95,$1.870,$21.82,False,,0,$0.00,8631.0,2023-12-27 18:48:00,$26.66,$0.00
6,Mojito Flight,,$24.00,1,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,8631.0,2023-12-27 18:48:00,$26.66,$0.00
7,Martini Flight,,$24.00,1,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,8631.0,2023-12-27 18:48:00,$26.66,$0.00
0,HH Mule Flight,,$15.00,1,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,7909.0,2023-12-27 19:02:00,$47.39,$0.00
1,Fry Flight,,$16.95,1,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,7909.0,2023-12-27 19:02:00,$47.39,$0.00
2,Empanada Flight,,$18.95,1,$0.00,$18.95,$1.790,$20.74,False,,0,$0.00,7909.0,2023-12-27 19:02:00,$47.39,$0.00
3,Mac & Cheese Flight,,$18.95,1,$0.00,$18.95,$1.790,$20.74,False,,0,$0.00,7909.0,2023-12-27 19:02:00,$47.39,$0.00
4,Taco Flight,,$17.95,1,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,7909.0,2023-12-27 19:02:00,$47.39,$0.00
5,Skewer Flight,,$21.95,1,$0.00,$21.95,$2.050,$24.00,False,,0,$0.00,7909.0,2023-12-27 19:02:00,$47.39,$0.00
6,Margarita Rock Flight,Salt,$24.00,1,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,7909.0,2023-12-27 19:02:00,$47.39,$0.00
7,Slider Flight,,$19.95,1,$0.00,$19.95,$1.870,$21.82,False,,0,$0.00,7909.0,2023-12-27 19:02:00,$47.39,$0.00
8,Mimosa Flight,,$24.00,1,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,7909.0,2023-12-27 19:02:00,$47.39,$0.00
9,Beignet Flight,,$10.95,1,$0.00,$10.95,$1.040,$11.99,False,,0,$0.00,7909.0,2023-12-27 19:02:00,$47.39,$0.00
0,Chicken Slider,"De Baffalo No Blue Cheese ,crispy Papas Pls, NO Drink",$10.00,1,$5.00,$5.00,$0.460,$5.46,False,,0,$0.00,8115.0,2023-12-27 19:32:00,$6.99,$0.00
0,Fettuccine Alfredo,"Chicken, Para Juan",$26.95,1,$26.95,$0.00,$0.000,$0.00,False,,0,$0.00,3752.0,2023-12-27 19:47:00,$10.00,$0.00
0,Skewer Flight,Shrip On The Side,$21.95,1,$0.00,$21.95,$2.050,$24.00,False,,0,$0.00,7049.0,2023-12-27 20:18:00,$22.28,$0.00
1,Wedge Salad,,$12.95,1,$0.00,$12.95,$1.210,$14.16,False,,0,$0.00,7049.0,2023-12-27 20:18:00,$22.28,$0.00
2,Flights Burger,"Sauce On The Side, Medium Well",$16.95,1,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,7049.0,2023-12-27 20:18:00,$22.28,$0.00
0,Mac & Cheese Flight,,$18.95,1,$0.00,$18.95,$1.790,$20.74,False,,0,$0.00,3546.0,2023-12-28 16:32:00,$21.83,$0.00
1,Skewer Flight,,$21.95,1,$0.00,$21.95,$2.050,$24.00,False,,0,$0.00,3546.0,2023-12-28 16:32:00,$21.83,$0.00
2,Salad Flight,,$17.95,1,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,3546.0,2023-12-28 16:32:00,$21.83,$0.00
3,Taco Flight,No Cheese,$17.95,1,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,3546.0,2023-12-28 16:32:00,$21.83,$0.00
4,Margarita Rock Flight,"Tajin One Spicy Mango N Classix, Suger On P Pear",$24.00,1,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,3546.0,2023-12-28 16:32:00,$21.83,$0.00
5,I Heart Prosecco - Glass,,$10.00,1,$0.00,$10.00,$0.930,$10.93,False,,0,$0.00,3546.0,2023-12-28 16:32:00,$21.83,$0.00
0,Mimosa Flight,,$24.00,1,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,826.0,2023-12-28 16:35:00,$5.91,$0.00
1,Martini Flight,,$24.00,1,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,826.0,2023-12-28 16:35:00,$5.91,$0.00
2,Frozen Margarita Flight,,$24.00,1,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,826.0,2023-12-28 16:35:00,$5.91,$0.00
3,Elysian Space Dust,,$8.00,1,$0.00,$8.00,$0.750,$8.75,False,,0,$0.00,826.0,2023-12-28 16:35:00,$5.91,$0.00
4,Slider Flight,On The Side,$19.95,1,$0.00,$19.95,$1.870,$21.82,False,,0,$0.00,826.0,2023-12-28 16:35:00,$5.91,$0.00
5,Fry Flight,,$16.95,1,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,826.0,2023-12-28 16:35:00,$5.91,$0.00
6,Mac & Cheese Flight,,$18.95,1,$0.00,$18.95,$1.790,$20.74,False,,0,$0.00,826.0,2023-12-28 16:35:00,$5.91,$0.00
7,Skewer Flight,Well Done,$21.95,1,$0.00,$21.95,$2.050,$24.00,False,,0,$0.00,826.0,2023-12-28 16:35:00,$5.91,$0.00
8,Ahi Tuna Taco Flight,,$17.95,1,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,826.0,2023-12-28 16:35:00,$5.91,$0.00
9,Taco Flight,,$17.95,1,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,826.0,2023-12-28 16:35:00,$5.91,$0.00
10,Chicken Wing Flight,,$22.95,1,$0.00,$22.95,$2.160,$25.11,False,,0,$0.00,826.0,2023-12-28 16:35:00,$5.91,$0.00
0,Don Julio Blanco,,$14.00,1,$0.00,$14.00,$1.320,$15.32,False,,0,$0.00,34.0,2023-12-28 16:36:00,$1.09,$0.00
1,MODELO,,$8.00,1,$0.00,$8.00,$0.750,$8.75,False,,0,$0.00,34.0,2023-12-28 16:36:00,$1.09,$0.00
2,Don Julio Blanco,,$14.00,1,$0.00,$14.00,$1.320,$15.32,False,,0,$0.00,34.0,2023-12-28 16:36:00,$1.09,$0.00
3,MODELO,,$8.00,1,$0.00,$8.00,$0.750,$8.75,False,,0,$0.00,34.0,2023-12-28 16:36:00,$1.09,$0.00
0,Martini Flight,,$24.00,1,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,409.0,2024-02-24 16:42:00,$14.86,$0.00
1,Mojito Flight,,$24.00,1,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,409.0,2024-02-24 16:42:00,$14.86,$0.00
2,Slider Flight,No Cheese At All,$19.95,1,$0.00,$19.95,$1.870,$21.82,False,,0,$0.00,409.0,2024-02-24 16:42:00,$14.86,$0.00
0,Morena Mia,,$8.00,1,$0.00,$8.00,$0.750,$8.75,False,,0,$0.00,5930.0,2024-02-24 16:48:00,$2.76,$0.00
1,Side Fries,Plain,$6.00,1,$0.00,$6.00,$0.570,$6.57,False,,0,$0.00,5930.0,2024-02-24 16:48:00,$2.76,$0.00
0,Coke,,$4.00,1,$0.00,$4.00,$0.380,$4.38,False,,0,$0.00,1591.0,2024-02-24 17:01:00,$15.00,$21.39
1,Fry Flight,,$16.95,1,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,1591.0,2024-02-24 17:01:00,$15.00,$21.39
2,Mac & Cheese Flight,"Classic, Classic, Truffle",$18.95,1,$0.00,$18.95,$1.790,$20.74,False,,0,$0.00,1591.0,2024-02-24 17:01:00,$15.00,$21.39
3,Skewer Flight,,$21.95,1,$0.00,$21.95,$2.050,$24.00,False,,0,$0.00,1591.0,2024-02-24 17:01:00,$15.00,$21.39
4,Chicken Wing Flight,,$22.95,1,$0.00,$22.95,$2.160,$25.11,False,,0,$0.00,1591.0,2024-02-24 17:01:00,$15.00,$21.39
5,Wedge Salad,"NO Blue Cheese, NO Blue Cheese Dressing, Sub Ranch Dressing",$12.95,1,$0.00,$12.95,$1.210,$14.16,False,,0,$0.00,1591.0,2024-02-24 17:01:00,$15.00,$21.39
0,Salad Flight,,$17.95,1,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,5216.0,2024-02-24 17:10:00,$0.00,$25.98
1,Slider Flight,Coleslaw On The Side,$19.95,1,$0.00,$19.95,$1.870,$21.82,False,,0,$0.00,5216.0,2024-02-24 17:10:00,$0.00,$25.98
2,Sierra Hazy,,$8.00,1,$0.00,$8.00,$0.750,$8.75,False,,0,$0.00,5216.0,2024-02-24 17:10:00,$0.00,$25.98
0,Fry Flight,,$16.95,1,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,9436.0,2024-02-24 17:13:00,$6.09,$0.00
1,Salad Flight,,$17.95,1,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,9436.0,2024-02-24 17:13:00,$6.09,$0.00
2,Fettuccine Alfredo,Chicken,$26.95,1,$0.00,$26.95,$2.540,$29.49,False,,0,$0.00,9436.0,2024-02-24 17:13:00,$6.09,$0.00
3,Fettuccine Alfredo,,$18.95,1,$0.00,$18.95,$1.790,$20.74,False,,0,$0.00,9436.0,2024-02-24 17:13:00,$6.09,$0.00
4,Ahi Tuna Taco Flight,,$17.95,1,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,9436.0,2024-02-24 17:13:00,$6.09,$0.00
5,Lemonade,,$4.00,1,$0.00,$4.00,$0.380,$4.38,False,,0,$0.00,9436.0,2024-02-24 17:13:00,$6.09,$0.00
6,Orange Juice,,$4.00,1,$0.00,$4.00,$0.380,$4.38,False,,0,$0.00,9436.0,2024-02-24 17:13:00,$6.09,$0.00
7,Campbell Mud Pie,,$12.00,1,$0.00,$12.00,$1.120,$13.12,False,,0,$0.00,9436.0,2024-02-24 17:13:00,$6.09,$0.00
0,Sierra Hazy,,$8.00,1,$0.00,$8.00,$0.750,$8.75,False,,0,$0.00,4119.0,2024-02-24 17:14:00,$3.37,$0.00
1,MODELO,,$8.00,1,$0.00,$8.00,$0.750,$8.75,False,,0,$0.00,4119.0,2024-02-24 17:14:00,$3.37,$0.00
2,cheese flight,,$14.95,1,$0.00,$14.95,$1.410,$16.36,False,,0,$0.00,4119.0,2024-02-24 17:14:00,$3.37,$0.00
0,Mile High,,$14.00,1,$0.00,$14.00,$1.320,$15.32,False,,0,$0.00,4956.0,2024-02-24 17:27:00,$1.75,$0.00
0,Voodoo Ranger,,$8.00,1,$0.00,$8.00,$0.750,$8.75,False,,0,$0.00,9494.0,2024-02-24 17:30:00,$19.02,$0.00
0,Empanada Flight,,$18.95,1,$0.00,$18.95,$1.790,$20.74,False,,0,$0.00,8840.0,2024-02-24 17:33:00,$8.15,$0.00
1,Ghost Rider,,$14.00,1,$0.00,$14.00,$1.320,$15.32,False,,0,$0.00,8840.0,2024-02-24 17:33:00,$8.15,$0.00
